,strike,bid,ask
0,105.0,0.0,0.08
1,120.0,0.06,0.1
2,129.0,0.2,0.28
3,130.0,0.25,0.31
4,132.0,0.32,0.36
5,133.0,0.37,0.41
6,134.0,0.42,0.46
7,135.0,0.48,0.53
8,136.0,0.56,0.6
9,137.0,0.63,0.69
10,138.0,0.74,0.79
11,139.0,0.86,0.91
12,140.0,0.99,1.04
13,141.0,1.15,1.2
14,142.0,1.32,1.38
15,143.0,1.52,1.59
16,144.0,1.71,1.81
17,145.0,1.97,2.07
18,146.0,2.25,2.34
19,148.0,2.95,3.05
20,152.5,5.0,5.15
