,strike,bid,ask
0,70.0,0.03,0.06
1,75.0,0.05,0.08
2,80.0,0.07,0.11
3,85.0,0.1,0.12
4,90.0,0.15,0.18
5,95.0,0.21,0.23
6,100.0,0.3,0.31
7,105.0,0.42,0.44
8,110.0,0.6,0.62
9,115.0,0.86,0.88
10,120.0,1.21,1.24
11,125.0,1.72,1.74
12,130.0,2.42,2.45
13,135.0,3.35,3.45
14,140.0,4.6,4.7
15,145.0,6.2,6.3
16,150.0,8.2,8.3
17,155.0,10.65,10.85
18,160.0,13.6,14.1
19,165.0,17.0,17.2
21,175.0,24.6,25.5
22,180.0,29.25,30.25
