,strike,bid,ask
5,137.0,14.85,15.05
6,140.0,12.25,12.4
7,141.0,11.4,11.55
8,142.0,10.65,10.85
9,143.0,9.8,9.95
10,144.0,9.0,9.15
11,145.0,8.25,8.4
12,146.0,7.55,7.7
13,147.0,6.9,7.05
14,148.0,6.25,6.4
15,149.0,5.65,5.8
16,150.0,5.1,5.25
17,152.5,3.85,4.0
18,155.0,2.93,3.05
19,157.5,2.07,2.2
20,160.0,1.47,1.59
21,162.5,1.04,1.13
22,167.5,0.53,0.58
23,170.0,0.38,0.43
