,strike,bid,ask
9,515.0,50.9,51.7
14,545.0,27.2,27.8
16,555.0,20.9,21.5
18,565.0,15.7,16.15
19,570.0,13.55,13.85
20,575.0,11.65,11.9
21,580.0,9.9,10.15
22,585.0,8.4,8.55
23,590.0,7.05,7.25
24,595.0,6.0,6.15
25,600.0,5.05,5.25
26,605.0,4.25,4.4
27,610.0,3.5,3.7
28,615.0,2.97,3.15
29,620.0,2.48,2.63
30,630.0,1.73,1.82
31,635.0,1.46,1.54
32,640.0,1.22,1.3
33,650.0,0.86,0.94
34,660.0,0.62,0.67
35,670.0,0.44,0.51
36,680.0,0.31,0.38
