,strike,bid,ask
2,550.0,28.65,29.5
3,555.0,25.7,26.45
4,560.0,22.9,23.65
5,565.0,20.0,20.95
6,570.0,18.0,18.5
7,575.0,15.95,16.4
8,580.0,14.15,14.6
9,585.0,12.4,13.1
10,590.0,10.8,11.1
11,595.0,9.4,9.7
12,600.0,8.25,8.6
13,605.0,6.85,7.6
14,630.0,3.5,3.7
15,640.0,2.48,2.84
16,650.0,1.95,2.15
17,680.0,0.69,1.22
